order_id,customer_id,order_date,amount,quantity,order_status
9798,87,1996-05-20,23665.719999999998,22.0,pending
9799,10,1996-04-12,153209.94,113.0,pending
9824,2,1995-01-26,240698.52,143.0,returned
9825,2,1996-04-21,93269.65,67.0,pending
9826,57,1992-04-22,105882.93,85.0,returned
9827,1,1998-08-15,36888.32,36.0,pending
9828,2,1992-04-29,265286.77,188.0,returned
9829,60,1996-02-25,6719.1900000000005,5.0,pending
9830,2,1997-10-06,202765.79,138.0,pending
9831,28,1996-07-28,83507.20999999999,60.0,pending
9856,32,1993-06-07,240219.87999999998,165.0,returned
9857,16,1993-05-15,154098.62999999998,122.0,returned
9858,3,1997-12-15,105027.97,85.0,pending
9859,49,1996-08-20,244206.15000000002,186.0,pending
9860,2,1993-10-18,151629.81,109.0,returned
9861,15,1992-11-16,64463.94,48.0,returned
9862,57,1997-11-20,192516.83,123.0,pending
9863,31,1995-10-21,360627.86999999994,248.0,pending
9888,13,1994-11-11,74901.88,52.0,shipped
9889,40,1994-11-10,37619.399999999994,31.0,shipped
9890,43,1995-03-15,92320.73999999999,67.0,returned
9891,48,1995-06-13,61552.11,37.0,shipped
9892,2,1992-09-11,16330.510000000002,12.0,returned
9893,42,1994-08-31,103547.95,69.0,returned
9894,3,1994-05-06,100263.17000000001,62.0,returned
9895,14,1993-04-23,239455.56,168.0,returned
9920,16,1996-08-05,79147.68000000001,58.0,pending
9921,34,1995-05-31,142157.84,92.0,shipped
9922,3,1995-04-21,191401.97,123.0,returned
9923,20,1994-10-23,228417.49,162.0,returned
9924,3,1997-05-13,197479.1,121.0,pending
9925,5,1992-02-02,308046.51999999996,218.0,returned
9926,22,1994-11-26,236795.16,184.0,returned
9927,18,1995-10-12,243158.53999999998,175.0,pending
9952,7,1992-05-07,90006.27,58.0,returned
9953,74,1995-03-09,18349.5,12.0,returned
9954,23,1994-06-21,208109.99,136.0,returned
9955,13,1995-10-11,186682.66,139.0,pending
9956,95,1993-05-13,38762.4,40.0,returned
9957,3,1994-03-08,65905.97,44.0,returned
9958,15,1993-12-21,198408.25,136.0,returned
9959,20,1995-11-07,18824.34,16.0,pending
9984,2,1998-07-14,234713.74,168.0,pending
9985,55,1993-08-21,83307.61,56.0,returned
9986,18,1997-10-02,148923.01,109.0,pending
9987,12,1995-12-28,244637.40000000002,184.0,pending
9988,75,1997-12-19,143060.25,87.0,pending
9989,3,1993-08-17,115768.28,90.0,returned
9990,87,1992-03-29,80965.44,48.0,returned
9991,75,1996-06-21,90305.17000000001,84.0,pending
10016,6,1993-05-10,28090.36,23.0,returned
10017,55,1998-06-07,99145.61,81.0,pending
10018,40,1993-07-12,90061.53,67.0,returned
10019,31,1994-08-10,166786.00999999998,135.0,returned
10020,84,1998-05-24,98355.23,63.0,pending
10021,23,1992-09-09,50548.94,46.0,returned
10022,90,1994-04-17,70093.6,58.0,returned
10023,69,1996-12-17,107860.81,93.0,pending
10048,64,1994-06-07,61837.869999999995,53.0,shipped
10049,15,1997-08-26,167102.18,107.0,pending
10050,10,1996-09-15,158277.5,102.0,pending
10051,29,1996-06-04,174960.06,119.0,pending
10052,35,1994-09-10,197253.63999999998,162.0,returned
10053,20,1992-01-12,155159.09,127.0,returned
10054,13,1995-07-17,109436.62,65.0,pending
10055,4,1996-03-10,107193.81,69.0,pending
10080,2,1993-03-18,221576.05,175.0,returned
10081,26,1993-09-19,267884.0,184.0,returned
10082,5,1994-09-04,226584.11,161.0,returned
10083,28,1995-10-12,56340.0,40.0,pending
10084,57,1997-09-07,5564.85,3.0,pending
10085,34,1996-04-06,228861.83000000002,149.0,pending
10086,60,1995-06-29,51819.95,35.0,pending
10087,28,1997-05-08,80242.3,62.0,pending
10112,39,1994-03-03,33887.91,21.0,shipped
10113,11,1994-07-02,192951.61,123.0,returned
10114,22,1993-04-11,45710.96,34.0,returned
10115,38,1998-09-05,146166.95,107.0,pending
10116,7,1997-04-17,220813.87,167.0,pending
10117,6,1993-12-22,137118.24,97.0,returned
10118,33,1994-06-12,25072.32,14.0,returned
10119,27,1996-07-12,50867.46,27.0,pending
10144,5,1995-02-07,241827.77000000002,159.0,returned
10145,42,1995-05-27,295200.0,195.0,returned
10146,8,1994-05-10,233180.48,170.0,returned
10147,5,1993-10-15,203088.59999999998,142.0,shipped
10148,2,1994-04-25,142042.02,87.0,returned
10149,2,1994-10-03,177370.05,123.0,returned
10150,4,1992-05-12,293962.64999999997,202.0,returned
10151,23,1992-04-13,10791.48,7.0,returned
10176,22,1996-09-01,107187.37,75.0,pending
10177,30,1996-07-12,211569.54,158.0,pending
10178,67,1994-01-29,45852.84,33.0,shipped
10179,2,1996-06-02,160032.62,109.0,pending
10180,46,1997-04-20,78785.04000000001,55.0,pending
10181,18,1996-02-22,46260.71,35.0,pending
10182,28,1994-06-15,196722.91999999998,133.0,returned
10183,13,1994-11-26,109665.4,83.0,returned
10208,7,1996-09-24,291672.92999999993,204.0,pending
10209,31,1993-12-03,389552.57999999996,263.0,returned
10210,1,1995-07-02,152762.53999999998,122.0,pending
10211,51,1997-10-07,196922.38999999998,150.0,pending
10212,20,1993-07-06,132539.02000000002,109.0,shipped
10213,51,1995-03-15,43676.08,26.0,shipped
10214,16,1996-03-08,140470.82,87.0,pending
10215,5,1996-08-31,157167.97,104.0,pending
10240,10,1994-08-01,41360.55,33.0,shipped
10241,4,1997-10-21,55344.869999999995,47.0,pending
10242,17,1993-12-16,192014.23000000004,149.0,returned
10243,38,1996-04-21,70114.0,40.0,pending
10244,5,1996-04-22,131419.55000000002,116.0,pending
10245,3,1995-03-08,281238.0,197.0,returned
10246,26,1997-08-08,194856.69,116.0,pending
10247,4,1993-01-25,192483.68,149.0,returned
10272,19,1994-02-02,299149.35,195.0,returned
10273,5,1998-05-30,279758.0,223.0,pending
10274,82,1993-12-17,51130.28,43.0,returned
10275,8,1997-07-12,76028.52,48.0,pending
10276,19,1996-04-13,269083.34,196.0,pending
10277,12,1994-04-25,140974.4,87.0,returned
10278,34,1995-09-24,170639.81,119.0,pending
10279,9,1996-10-22,229941.22,162.0,pending
10304,11,1995-11-17,304913.84,220.0,pending
10305,11,1994-08-05,151301.66999999998,95.0,returned
10306,11,1993-07-26,91759.52,62.0,returned
10307,8,1998-02-18,229262.18000000002,150.0,pending
10308,9,1995-05-07,282725.91,202.0,returned
10309,27,1994-12-06,218798.87,172.0,returned
10310,3,1994-02-19,211896.97,138.0,returned
10311,100,1992-11-12,5597.88,3.0,returned
10336,8,1997-06-16,59102.880000000005,40.0,pending
10337,4,1996-04-22,62549.33,40.0,pending
10338,1,1995-08-01,97949.82,82.0,pending
10339,4,1995-12-25,118975.23999999999,87.0,pending
10340,2,1995-07-04,237529.3,185.0,pending
10341,37,1993-01-13,254662.92,171.0,returned
10342,4,1995-12-12,273173.56999999995,163.0,pending
10343,26,1992-03-31,45732.33,27.0,shipped
10368,81,1996-07-24,64568.8,43.0,pending
10369,61,1995-11-17,125304.4,88.0,pending
10370,8,1994-07-26,116158.39,76.0,shipped
10371,37,1994-09-21,208833.88,152.0,shipped
10372,15,1995-07-11,101629.0,80.0,pending
10373,10,1993-08-10,247250.21999999997,178.0,returned
10374,17,1993-11-09,27313.07,19.0,shipped
10375,5,1997-02-08,56857.53,51.0,pending
10400,5,1996-11-07,216672.14,175.0,pending
10401,22,1998-08-30,15687.72,11.0,pending
10402,28,1997-12-21,70092.54,48.0,pending
10403,17,1996-06-06,279384.91000000003,205.0,pending
10404,10,1998-04-13,151864.94,99.0,pending
10405,5,1998-01-31,160731.82,125.0,pending
10406,25,1996-04-25,151715.88999999998,115.0,pending
10407,36,1996-04-06,73787.83,63.0,pending
10432,41,1992-01-27,167037.36,130.0,returned
10433,43,1993-05-09,18708.16,16.0,shipped
10434,24,1995-02-11,65896.44,48.0,returned
10435,3,1993-08-23,188150.19,116.0,returned
10436,34,1995-04-26,34043.89,31.0,shipped
10437,66,1994-08-24,65818.61,51.0,shipped
10438,11,1992-12-12,195022.54,122.0,returned
10439,1,1992-04-06,303725.88999999996,206.0,returned
10464,86,1994-08-21,43052.47,47.0,returned
10465,13,1997-04-20,298778.50999999995,200.0,pending
10466,4,1993-01-18,149279.83000000002,101.0,returned
10467,6,1997-03-28,202869.92,140.0,pending
10468,77,1994-12-26,50241.450000000004,45.0,returned
10469,2,1996-09-18,91004.11000000002,55.0,pending
10470,18,1992-06-11,325339.05999999994,207.0,returned
10471,44,1992-10-11,315918.95,211.0,returned
10496,29,1997-03-26,66805.96,45.0,pending
10497,11,1996-08-01,104080.19,75.0,pending
10498,6,1993-11-01,154261.2,93.0,shipped
10499,1,1993-12-20,187919.91,136.0,returned
10500,23,1994-04-14,26027.52,16.0,returned
10501,18,1998-07-24,227521.93000000002,149.0,pending
10502,3,1993-05-20,186068.45,123.0,returned
10503,21,1996-06-23,149530.44,113.0,pending
10528,1,1994-10-02,133701.26,80.0,returned
10529,17,1997-10-28,136529.1,109.0,pending
10530,23,1994-03-03,124609.70000000001,73.0,returned
10531,22,1992-03-21,180203.39,131.0,returned
10532,1,1997-12-24,319062.17,213.0,pending
10533,13,1998-07-07,186163.95,147.0,pending
10534,35,1993-07-13,4366.65,3.0,returned
10535,6,1995-06-29,247739.54,158.0,pending
10560,1,1997-08-07,188629.87999999998,132.0,pending
10561,27,1997-05-16,221377.71000000002,160.0,pending
10562,21,1994-12-12,302636.57,200.0,returned
10563,9,1993-11-11,148890.84,139.0,returned
10564,17,1996-03-19,76412.41,63.0,pending
10565,40,1997-08-26,134727.33000000002,111.0,pending
10566,8,1995-09-22,219164.53999999998,149.0,pending
10567,19,1992-04-10,106314.89,68.0,shipped
10592,7,1995-12-02,86550.47,53.0,pending
10593,27,1992-03-03,160996.99,117.0,returned
10594,32,1996-05-03,6722.2,5.0,pending
10595,47,1998-03-17,22139.94,19.0,pending
10596,24,1997-05-02,112788.01000000001,76.0,pending
10597,15,1996-09-24,65879.23,56.0,pending
10598,41,1992-06-02,18980.48,16.0,returned
10599,42,1997-07-30,140299.63999999998,122.0,pending
10624,23,1994-12-24,195320.82,152.0,returned
10625,7,1996-02-02,236894.32,145.0,pending
10626,20,1995-12-26,19320.21,21.0,pending
10627,19,1993-02-26,214550.13,155.0,returned
10628,75,1998-08-16,5549.92,4.0,pending
10629,35,1994-11-03,53593.28,40.0,returned
10630,26,1993-03-04,148457.74,101.0,returned
10631,5,1993-06-20,271551.58,179.0,returned
10656,15,1995-11-06,101671.36,59.0,pending
10657,58,1993-11-12,88835.69,62.0,returned
10658,31,1994-09-21,121291.99999999999,90.0,returned
10659,32,1994-05-19,296292.31000000006,184.0,returned
10660,3,1998-07-02,143444.51,107.0,pending
10661,5,1994-01-27,95730.94,76.0,returned
10662,43,1995-05-26,157618.78,123.0,returned
10663,4,1994-05-29,162170.13,106.0,returned
10688,27,1992-06-16,44942.28,35.0,returned
10689,48,1996-07-25,103180.07,84.0,pending
10690,1,1997-12-19,55189.16,42.0,pending
10691,29,1995-04-11,91444.94,71.0,returned
10692,8,1994-07-29,158327.53,128.0,returned
10693,32,1995-06-15,47405.75,35.0,shipped
10694,7,1997-12-24,186090.99,135.0,pending
10695,11,1995-05-28,98094.69,58.0,returned
10720,66,1998-04-19,90273.97,83.0,pending
10721,25,1996-04-18,107611.53,75.0,pending
10722,15,1995-02-12,221488.76,161.0,returned
10723,67,1998-07-07,68893.67,50.0,pending
10724,7,1994-09-21,213778.41999999998,131.0,returned
10725,18,1998-05-14,79757.51000000001,61.0,pending
10726,2,1993-05-14,217464.98,167.0,returned
10727,41,1992-08-06,327327.57999999996,206.0,returned
10752,32,1995-09-25,233024.61,165.0,pending
10753,79,1994-08-14,22574.64,22.0,shipped
10754,26,1993-03-31,235864.38,176.0,returned
10755,26,1993-07-17,135162.57,97.0,returned
10756,95,1992-06-23,41306.85,39.0,shipped
10757,31,1998-07-21,91149.58,58.0,pending
10758,29,1997-01-24,135053.87,86.0,pending
10759,51,1996-10-06,53911.479999999996,36.0,pending
10784,4,1993-07-20,191368.62,128.0,returned
10785,53,1992-09-08,1453.55,1.0,returned
10786,23,1995-10-07,74426.48999999999,51.0,pending
10787,7,1997-02-15,374626.0,259.0,pending
10788,26,1997-03-06,149042.71,103.0,pending
10789,55,1993-08-25,97283.1,84.0,returned
10790,28,1994-12-17,81115.8,51.0,returned
10791,31,1995-08-22,177344.90999999997,130.0,pending
10816,27,1996-02-17,45709.020000000004,36.0,pending
10817,6,1996-12-27,212906.33999999997,163.0,pending
10818,28,1998-06-05,249641.19,198.0,pending
10819,86,1993-08-31,83159.2,44.0,returned
10820,47,1995-12-29,223805.30000000002,154.0,pending
10821,16,1996-07-18,178572.34999999998,126.0,pending
10822,86,1994-02-23,18859.8,10.0,shipped
10823,30,1992-07-03,111702.24,72.0,returned
10848,55,1997-01-31,65300.29,41.0,pending
10849,31,1997-02-01,316601.60000000003,212.0,pending
10850,10,1996-09-27,80837.17,67.0,pending
10851,1,1994-04-12,253118.89,164.0,returned
10852,11,1993-12-03,292218.22,182.0,returned
10853,30,1994-01-27,69937.35,47.0,returned
10854,82,1998-08-11,5057.34,3.0,pending
10855,14,1997-07-23,236120.9,207.0,pending
10880,76,1992-06-22,43571.0,25.0,returned
10881,9,1994-02-24,231660.19,145.0,returned
10882,21,1998-06-21,104982.55000000002,58.0,pending
10883,8,1998-03-02,122484.68999999999,89.0,pending
10884,5,1994-12-14,193537.4,175.0,returned
10885,6,1998-04-22,251094.0,159.0,pending
10886,28,1994-09-03,276313.41,195.0,returned
10887,90,1995-08-17,52940.16,36.0,pending
10912,62,1996-12-30,246792.44999999998,158.0,pending
10913,4,1993-02-19,131655.87,75.0,returned
10914,2,1995-02-26,215687.8,140.0,returned
10915,6,1993-11-30,180074.0,104.0,returned
10916,34,1995-04-17,252983.96,180.0,returned
10917,53,1992-03-12,130612.72,98.0,returned
10918,40,1995-11-30,81296.37999999999,54.0,pending
10919,4,1993-07-04,56986.2,45.0,shipped
10944,3,1995-12-02,129381.12000000001,95.0,pending
10945,24,1992-01-28,173764.28,134.0,returned
10946,10,1997-03-30,336295.73000000004,219.0,pending
10947,21,1996-01-14,140639.57,107.0,pending
10948,35,1992-10-09,220135.31,163.0,returned
10949,3,1994-05-13,110844.72,82.0,returned
10950,44,1997-08-01,37856.6,29.0,pending
10951,6,1992-12-04,178051.07,126.0,returned
10976,23,1992-10-21,187114.13,137.0,returned
10977,4,1998-06-19,95304.93,81.0,pending
10978,16,1994-05-03,106742.76999999999,85.0,returned
10979,7,1995-10-25,169702.33000000002,124.0,pending
10980,11,1996-08-10,78189.11,72.0,pending
10981,1,1993-06-03,237217.89,166.0,returned
10982,14,1992-12-21,202650.07,145.0,returned
10983,63,1997-03-15,108530.12,79.0,pending
11008,25,1994-03-05,225526.88000000003,142.0,returned
11009,68,1997-03-09,66134.64,47.0,pending
11010,12,1997-04-03,167283.45,115.0,pending
11011,23,1992-05-22,254479.36000000002,188.0,returned
11012,72,1998-07-14,114076.6,96.0,pending
11013,71,1994-07-24,2682.88,2.0,returned
11014,24,1993-09-18,155009.94999999998,113.0,returned
11015,19,1997-09-22,137414.15,103.0,pending
11040,37,1995-11-13,214070.25,137.0,pending
11041,6,1997-04-17,132739.63999999998,95.0,pending
11042,7,1998-05-30,218673.45,145.0,pending
11043,17,1995-02-24,101860.54999999999,91.0,returned
11044,69,1992-08-22,71282.76,58.0,returned
11045,13,1992-04-09,229070.15,170.0,returned
11046,5,1997-08-01,340606.65,218.0,pending
11047,1,1994-01-14,69928.14,53.0,returned
11072,7,1996-07-21,206163.39,169.0,pending
11073,7,1994-12-16,180358.1,125.0,returned
11074,1,1995-06-23,314075.72000000003,224.0,pending
11075,31,1996-03-20,216765.04,151.0,pending
11076,14,1994-08-22,57104.18,34.0,returned
11077,44,1994-07-03,72841.95,45.0,returned
11078,43,1992-08-06,104959.4,68.0,shipped
11079,6,1997-11-26,100072.61000000002,80.0,pending
11104,16,1998-09-08,48697.22,26.0,pending
11105,68,1996-03-26,20592.27,17.0,pending
11106,1,1995-04-16,60529.7,45.0,returned
11107,1,1995-11-04,62234.18,52.0,pending
11108,2,1992-08-26,236260.38,179.0,returned
11109,58,1995-03-21,5462.83,4.0,returned
11110,21,1996-07-15,154169.53,121.0,pending
11111,70,1995-02-03,122646.3,81.0,shipped
11136,34,1994-01-23,60265.0,50.0,returned
11137,5,1992-12-07,202413.72,162.0,returned
11138,71,1995-05-04,165642.56999999998,97.0,returned
11139,31,1998-07-01,119742.65000000001,84.0,pending
11140,21,1997-08-15,201349.05,136.0,pending
11141,15,1998-04-20,75858.17,46.0,pending
11142,11,1997-10-16,398411.94000000006,260.0,pending
11143,3,1992-12-16,182946.82,113.0,returned
11168,8,1993-01-20,72144.12,55.0,returned
11169,31,1993-06-05,127029.17000000001,116.0,returned
11170,4,1997-08-10,155535.86000000002,97.0,pending
11171,60,1995-09-11,107602.95,71.0,pending
11172,28,1998-02-02,176155.76,112.0,pending
11173,33,1992-04-01,180815.52000000002,157.0,returned
11174,12,1994-04-22,148224.24,95.0,returned
11175,45,1998-03-08,44762.380000000005,38.0,pending
11200,22,1997-03-14,118671.84,86.0,pending
11201,68,1996-12-21,3337.52,2.0,pending
11202,68,1992-04-29,156018.61,121.0,returned
11203,9,1996-07-26,84598.25,58.0,pending
11204,11,1998-09-12,30142.46,24.0,pending
11205,8,1996-10-20,93684.48999999999,52.0,pending
11206,39,1995-01-07,214017.69,138.0,returned
11207,14,1996-04-19,85550.45999999999,74.0,pending
11232,26,1996-04-14,77844.46,50.0,pending
11233,17,1995-09-12,101627.13,78.0,pending
11234,14,1993-04-12,116729.82,74.0,returned
11235,11,1996-04-15,281919.19,227.0,pending
11236,6,1993-11-05,209917.50999999998,165.0,returned
11237,7,1996-06-29,154674.81,98.0,pending
11238,4,1996-07-27,126979.98,116.0,pending
11239,11,1992-02-26,308627.55,208.0,returned
11264,50,1996-10-04,150656.57,95.0,pending
11265,32,1997-07-09,93079.45,57.0,pending
11266,35,1997-10-16,13085.84,8.0,pending
11267,26,1992-03-01,45543.57,43.0,returned
11268,10,1998-09-15,195645.36,116.0,pending
11269,22,1992-07-26,259763.14999999997,203.0,returned
11270,3,1995-08-01,201976.84999999998,157.0,pending
11271,5,1995-12-06,259663.99000000005,174.0,pending
11296,16,1992-02-14,378184.25,226.0,returned
11297,52,1993-03-15,116826.19,77.0,returned
11298,18,1998-01-18,230685.40999999997,153.0,pending
11299,17,1993-12-02,260090.36000000002,214.0,returned
11300,10,1996-09-07,75844.37,47.0,pending
11301,26,1992-03-28,192134.66999999998,124.0,returned
11302,3,1994-03-27,252162.33,185.0,returned
11303,10,1992-04-11,97082.08,64.0,returned
11328,36,1992-07-08,18770.25,15.0,returned
11329,2,1995-08-19,272347.45,203.0,pending
11330,40,1992-07-15,4018.29,3.0,returned
11331,31,1996-03-11,19713.42,18.0,pending
11332,39,1994-11-18,209112.65999999997,156.0,returned
11333,8,1994-10-05,16247.2,10.0,shipped
11334,20,1997-09-18,348001.11,221.0,pending
11335,16,1994-12-16,132128.83000000002,115.0,returned
11360,4,1997-11-09,68064.38,44.0,pending
11361,18,1994-09-29,258362.24000000002,157.0,returned
11362,11,1992-10-23,250740.52,155.0,returned
11363,4,1998-03-12,160855.22999999998,102.0,pending
11364,56,1997-04-22,108618.76,68.0,pending
11365,12,1997-10-21,209216.33,138.0,pending
11366,52,1992-08-08,12712.59,9.0,returned
11367,77,1995-04-13,18564.33,19.0,shipped
11392,21,1994-12-02,139436.12,92.0,returned
11393,18,1992-04-12,144994.54,97.0,shipped
11394,30,1998-04-05,183218.35,150.0,pending
11395,23,1997-09-13,46415.32000000001,40.0,pending
11396,74,1992-09-14,108465.09,68.0,returned
11397,8,1996-11-19,58117.91,41.0,pending
11398,14,1992-08-14,261670.1,204.0,returned
11399,73,1994-07-11,38565.71,23.0,returned
11424,59,1993-06-30,58373.79,37.0,shipped
11425,8,1995-07-01,154390.78999999998,120.0,pending
11426,17,1994-05-22,97230.84,79.0,returned
11427,7,1993-12-14,308537.74,219.0,returned
11428,14,1992-04-06,7294.98,7.0,returned
11429,6,1993-03-21,150353.96000000002,123.0,returned
11430,93,1998-02-04,3793.08,3.0,pending
11431,23,1992-08-08,227104.96,199.0,returned
11456,28,1993-06-13,53527.79,45.0,returned
11457,3,1995-12-17,241209.74,169.0,pending
11458,12,1998-04-11,205642.40000000002,136.0,pending
11459,33,1996-07-25,230995.57,154.0,pending
11460,7,1993-09-21,52890.659999999996,41.0,shipped
11461,16,1996-05-16,81394.74,58.0,pending
11462,46,1996-09-03,162228.15,119.0,pending
11463,5,1998-03-15,260668.11999999997,164.0,pending
11488,24,1993-09-27,98967.06,73.0,returned
11489,33,1996-12-05,98711.24,68.0,pending
11490,33,1996-11-02,67166.22,52.0,pending
11491,24,1993-09-13,246907.57,169.0,returned
11492,1,1997-04-05,144771.02,128.0,pending
11493,24,1995-10-26,63449.86,37.0,pending
11494,18,1997-08-07,90324.0,70.0,pending
11495,18,1995-08-19,43134.22,23.0,pending
11520,38,1994-12-11,118877.59,92.0,shipped
11521,32,1996-09-13,20310.239999999998,20.0,pending
11522,45,1993-10-02,21362.34,21.0,shipped
11523,16,1998-07-28,216249.19,151.0,pending
11524,29,1996-02-23,7375.92,6.0,pending
11525,55,1997-03-21,169910.69,116.0,pending
11526,10,1998-05-26,119590.44,81.0,pending
11527,92,1994-10-24,52179.87,47.0,shipped
11552,86,1993-03-08,35626.36,28.0,returned
11553,1,1994-04-24,211133.1,178.0,returned
11554,29,1998-07-08,271529.89,204.0,pending
11555,40,1996-06-10,244277.02999999997,179.0,pending
11556,3,1996-03-06,244423.73,161.0,pending
11557,37,1997-06-15,38801.549999999996,38.0,pending
11558,36,1994-05-02,47035.83,30.0,shipped
11559,62,1996-01-12,57727.74,42.0,pending
11584,2,1994-12-07,349695.64999999997,241.0,returned
11585,15,1994-04-04,59897.509999999995,38.0,returned
11586,45,1993-11-27,24425.88,16.0,returned
11587,28,1998-05-05,154174.46,99.0,pending
11588,18,1997-11-15,187949.14,130.0,pending
11589,18,1992-06-03,108189.45000000001,66.0,shipped
11590,4,1996-04-27,243660.5,207.0,pending
11591,75,1993-02-01,113185.38,84.0,returned
11616,6,1996-08-03,263655.0,194.0,pending
11617,22,1994-12-29,189534.04,114.0,returned
11618,24,1998-02-23,128265.12999999999,84.0,pending
11619,3,1998-08-05,45302.26,31.0,pending
11620,29,1997-07-28,118818.54000000001,92.0,pending
11621,12,1995-12-01,233656.48,154.0,pending
11622,4,1996-05-22,172067.4,142.0,pending
11623,21,1995-12-18,347663.87,254.0,pending
11648,2,1995-04-26,229282.23,168.0,returned
11649,19,1996-07-20,344574.18999999994,209.0,pending
11650,32,1992-11-09,154586.74,128.0,returned
11651,44,1995-05-26,64294.06,49.0,shipped
11652,1,1995-12-22,230733.12999999998,141.0,pending
11653,27,1997-07-30,199760.36,134.0,pending
11654,43,1993-11-29,119484.41,86.0,returned
11655,68,1998-07-04,185010.0,127.0,pending
11680,14,1994-09-08,294143.81,213.0,returned
11681,11,1992-12-29,245844.38999999998,173.0,shipped
11682,15,1993-08-06,148457.25,94.0,returned
11683,21,1992-03-02,185375.8,143.0,returned
11684,17,1992-08-24,287185.99,179.0,returned
11685,31,1997-04-01,256868.05,177.0,pending
11686,2,1994-02-06,179527.65000000002,128.0,returned
11687,8,1996-01-05,184451.85000000003,124.0,pending
11712,27,1994-05-14,120271.8,81.0,returned
11713,27,1994-03-11,127728.43,102.0,returned
11714,10,1994-08-29,173741.84999999998,136.0,returned
11715,11,1994-10-02,66850.37000000001,38.0,returned
11716,46,1993-11-11,184670.68,127.0,returned
11717,41,1998-03-23,153471.0,112.0,pending
11718,31,1995-04-12,33335.2,20.0,shipped
11719,9,1995-02-20,247789.44999999998,145.0,returned
11744,5,1996-08-25,187795.2,120.0,pending
11745,5,1992-08-03,148615.51,117.0,returned
11746,9,1998-05-09,175249.28,140.0,pending
11747,96,1993-06-25,51137.73,27.0,shipped
11748,78,1994-07-04,43216.31,23.0,shipped
11749,61,1998-04-11,75136.48000000001,55.0,pending
11750,7,1997-04-02,117352.26,76.0,pending
11751,9,1996-06-09,153556.15,102.0,pending
11776,25,1992-05-26,90165.1,55.0,shipped
11777,15,1995-03-13,54958.97,31.0,returned
11778,2,1997-05-20,104010.79000000001,95.0,pending
11779,5,1993-08-12,181550.88,140.0,returned
11780,37,1993-10-18,132639.7,84.0,returned
11781,45,1996-04-24,156462.97,121.0,pending
11782,34,1992-08-10,168022.29,129.0,returned
11783,2,1998-06-12,23503.05,16.0,pending
11808,9,1992-09-03,60928.8,42.0,returned
11809,33,1996-05-03,164018.22999999998,139.0,pending
11810,95,1992-08-02,74950.43,47.0,shipped
11811,27,1993-02-07,7656.4,8.0,shipped
11812,57,1993-09-16,18120.0,20.0,shipped
11813,28,1994-02-24,207126.4,153.0,returned
11814,65,1993-04-09,208259.97,135.0,returned
11815,5,1995-10-22,195691.44,148.0,pending
11840,15,1994-08-31,285328.87,176.0,returned
11841,3,1993-05-10,159514.32,114.0,returned
11842,24,1996-04-13,90204.42,64.0,pending
11843,54,1994-07-25,213364.97999999998,156.0,returned
11844,12,1997-01-21,86656.02,67.0,pending
11845,4,1997-05-21,125443.51999999999,96.0,pending
11846,8,1993-05-22,54147.34,35.0,returned
11847,4,1997-10-14,96281.58,78.0,pending
11872,44,1994-10-29,80666.71,43.0,shipped
11873,60,1996-06-23,22367.66,14.0,pending
11874,6,1992-10-12,229203.5,199.0,returned
11875,12,1992-09-08,98715.51,71.0,returned
11876,3,1995-09-07,137642.45,104.0,pending
11877,26,1993-05-29,123914.90000000001,85.0,returned
11878,19,1993-03-29,97294.98999999999,79.0,returned
11879,32,1993-07-13,182581.88999999998,140.0,returned
11904,4,1997-12-09,281823.51,195.0,pending
11905,5,1997-08-19,102097.44,90.0,pending
11906,22,1996-12-21,336140.42000000004,232.0,pending
11907,5,1993-09-03,129373.54,117.0,returned
11908,10,1993-06-10,184419.25000000003,122.0,returned
11909,14,1994-12-08,53096.08,32.0,returned
11910,26,1995-07-20,103293.95,60.0,pending
11911,7,1993-11-21,221407.85,164.0,returned
11936,25,1995-10-05,169679.99,119.0,pending
11937,26,1998-07-26,164719.62999999998,124.0,pending
11938,10,1998-08-22,163759.0,140.0,pending
11939,74,1996-12-11,87113.45999999999,68.0,pending
11940,17,1998-06-10,149797.61,125.0,pending
11941,31,1993-07-03,159473.7,139.0,shipped
11942,59,1994-07-04,41733.0,36.0,shipped
11943,1,1993-04-15,244054.73999999996,195.0,returned
11968,12,1995-05-19,46405.25,40.0,shipped
11969,22,1992-01-29,273832.82999999996,206.0,returned
11970,2,1998-06-03,254149.47000000003,173.0,pending
11971,20,1997-04-01,121280.60999999999,80.0,pending
11972,7,1994-02-10,148546.14,111.0,returned
11973,4,1994-03-05,162889.44,104.0,returned
11974,66,1992-10-18,90323.28,54.0,returned
11975,14,1995-06-18,237650.72000000003,148.0,pending
12000,2,1994-06-09,88194.91,61.0,returned
12001,3,1994-07-17,140586.51,88.0,returned
12002,57,1994-03-28,82278.24,44.0,returned
12003,21,1998-07-06,16217.2,10.0,pending
12004,81,1995-02-10,72833.08,47.0,returned
12005,6,1992-07-01,259810.45,193.0,returned
12006,15,1997-06-20,127620.55,113.0,pending
12007,15,1994-10-10,249645.21999999997,145.0,returned
12032,1,1997-08-25,102409.56999999999,78.0,pending
12033,12,1992-10-19,215366.53,159.0,returned
12034,56,1997-01-22,90371.43,54.0,pending
12035,3,1996-11-15,249533.71,182.0,pending
12036,7,1998-01-23,240573.59999999998,181.0,pending
12037,1,1995-07-03,140846.17,109.0,pending
12038,1,1995-12-14,59168.33,43.0,pending
12039,52,1993-07-17,311793.32,245.0,returned
